year,performing_country,total_score,place,switzerland,denmark,france,germany,netherlands,austria,italy,united_kingdom,luxembourg,belgium,sweden,monaco,norway,yugoslavia,finland,spain,portugal,ireland,malta,israel,greece,turkey,morocco,cyprus,iceland,slovenia,bosnia_and_herzegovina,croatia,estonia,romania,slovakia,lithuania,hungary,russia,poland,str
1979,france,106,3,10,0,0,0,12,5,10,6,12,6,5,10,7,0,1,3,6,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1979,belgium,5,18,0,2,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1979,luxembourg,44,13,3,0,2,0,4,0,0,10,0,0,0,4,2,0,4,0,7,3,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1979,netherlands,51,12,0,8,0,3,0,4,0,0,0,3,4,0,4,0,5,0,0,10,0,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1979,sweden,8,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1979,norway,57,11,0,0,0,0,6,1,3,7,2,8,10,6,0,0,0,1,3,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1979,united_kingdom,73,7,2,10,0,8,5,6,8,0,0,0,0,1,10,0,7,5,4,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1979,austria,5,18,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1979,spain,116,2,12,3,8,12,10,10,12,5,10,12,7,0,1,0,0,0,0,0,0,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,austria,64,8,4,5,4,4,3,0,4,6,0,1,1,0,6,0,5,4,3,10,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,turkey,23,15,0,0,0,0,0,3,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,greece,30,13,0,2,0,0,8,5,2,3,1,0,0,0,4,0,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,luxembourg,56,9,0,4,7,0,0,1,0,8,0,8,6,0,7,0,3,3,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,morocco,7,18,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,italy,87,6,8,3,2,7,1,2,0,4,0,10,10,0,2,0,6,10,12,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,denmark,25,14,6,0,0,5,0,0,0,0,0,0,0,0,1,0,7,0,0,0,0,0,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,sweden,47,10,5,0,0,2,0,0,5,0,10,0,0,0,0,0,0,1,0,0,0,0,10,8,6,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,switzerland,104,4,0,8,0,10,10,6,3,7,5,2,2,0,10,0,12,2,6,12,0,0,0,2,7,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,finland,6,19,0,0,1,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,norway,15,16,0,0,3,6,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,germany,128,2,7,7,10,0,12,8,12,10,3,7,5,0,0,0,2,12,8,5,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,united_kingdom,106,3,10,10,5,3,7,7,0,0,8,6,12,0,0,0,4,8,7,6,0,0,0,5,8,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,portugal,71,7,2,6,6,1,5,0,10,0,4,4,8,0,8,0,1,0,0,7,0,0,5,4,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,netherlands,93,5,3,0,12,8,0,12,0,2,12,3,3,0,0,0,10,5,4,1,0,0,6,12,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,france,45,11,1,1,0,0,4,0,0,5,2,5,4,0,3,0,0,6,0,3,0,0,7,3,1,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,ireland,143,1,12,12,8,12,6,10,1,12,7,12,7,0,12,0,8,7,5,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,spain,38,12,0,0,0,0,0,4,6,0,6,0,0,0,0,0,0,0,2,0,0,0,8,7,5,0,0,0,0,0,0,0,0,0,0,0,0,final
1980,belgium,14,17,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,austria,20,17,0,1,5,0,0,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,turkey,9,18,0,0,0,0,0,0,0,0,1,0,0,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,germany,132,2,0,8,8,0,3,5,0,7,3,10,12,0,4,2,7,12,12,6,0,8,5,12,0,8,0,0,0,0,0,0,0,0,0,0,0,final
1981,luxembourg,41,11,6,0,3,5,0,10,0,0,0,0,5,0,0,0,4,1,4,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,israel,56,7,4,0,0,0,7,8,0,4,4,0,3,0,8,0,6,0,5,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,denmark,41,11,0,0,4,1,2,0,0,5,7,12,4,0,0,0,0,3,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,yugoslavia,35,15,10,0,0,0,0,0,0,0,0,5,0,0,1,0,8,0,0,2,0,0,2,4,0,3,0,0,0,0,0,0,0,0,0,0,0,final
1981,finland,27,16,5,0,1,0,5,0,0,0,0,0,6,0,0,0,0,2,1,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,france,125,3,12,2,0,12,6,12,0,1,12,3,10,0,5,4,10,0,10,4,0,7,8,0,0,7,0,0,0,0,0,0,0,0,0,0,0,final
1981,spain,38,14,2,0,0,0,4,0,0,0,0,0,0,0,10,0,0,0,3,3,0,6,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,netherlands,51,9,0,7,2,3,0,3,0,6,0,2,0,0,0,0,0,7,7,0,0,4,3,5,0,2,0,0,0,0,0,0,0,0,0,0,0,final
1981,ireland,105,5,1,12,6,6,10,7,0,0,10,1,7,0,0,5,0,5,0,0,0,10,10,3,0,12,0,0,0,0,0,0,0,0,0,0,0,final
1981,norway,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,united_kingdom,136,1,8,10,7,4,12,4,0,0,5,8,8,0,3,10,3,8,6,10,0,12,6,8,0,4,0,0,0,0,0,0,0,0,0,0,0,final
1981,portugal,9,18,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,belgium,40,13,0,6,0,0,0,1,0,3,0,0,0,0,0,8,2,0,0,0,0,1,7,7,0,5,0,0,0,0,0,0,0,0,0,0,0,final
1981,greece,55,8,7,0,0,2,0,6,0,8,6,6,0,0,2,1,0,10,0,1,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,final
1981,cyprus,69,6,3,3,0,0,8,0,0,10,0,7,0,0,7,6,0,0,0,8,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1981,switzerland,121,4,0,4,10,7,1,2,0,12,8,0,1,0,12,12,12,4,8,12,0,0,4,2,0,10,0,0,0,0,0,0,0,0,0,0,0,final
1981,sweden,50,10,0,5,12,10,0,0,0,2,2,4,0,0,6,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,final
1982,portugal,32,13,1,0,0,0,4,0,0,4,7,0,6,0,0,0,2,0,0,2,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1982,luxembourg,78,6,0,4,0,8,7,2,0,6,0,8,0,0,7,0,7,5,6,10,0,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1982,norway,40,12,0,0,0,10,0,6,0,0,6,2,4,0,0,0,0,2,0,6,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,final
1982,united_kingdom,76,7,5,2,0,1,1,12,0,0,12,0,0,0,6,6,4,1,4,7,0,2,0,10,0,3,0,0,0,0,0,0,0,0,0,0,0,final
1982,turkey,20,15,3,0,0,0,2,3,0,0,8,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1982,finland,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1982,switzerland,97,3,0,7,0,0,10,10,0,12,2,12,2,0,4,10,0,0,2,8,0,10,0,2,0,6,0,0,0,0,0,0,0,0,0,0,0,final
1982,cyprus,85,5,8,0,0,6,12,5,0,3,4,3,0,0,12,5,8,7,5,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1982,sweden,67,8,4,8,0,2,5,8,0,5,3,5,0,0,8,2,3,4,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1982,austria,57,9,0,6,0,0,0,0,0,10,0,6,0,0,0,4,0,8,0,5,0,4,0,7,0,7,0,0,0,0,0,0,0,0,0,0,0,final
1982,belgium,96,4,2,10,0,4,3,4,0,2,5,0,7,0,5,7,5,10,8,4,0,6,0,6,0,8,0,0,0,0,0,0,0,0,0,0,0,final
1982,spain,52,10,7,0,0,7,0,0,0,0,1,4,0,0,0,1,6,0,0,0,0,8,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,final
1982,denmark,5,17,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1982,yugoslavia,21,14,0,3,0,0,0,0,0,0,0,1,12,0,0,0,0,0,0,0,0,0,0,4,0,1,0,0,0,0,0,0,0,0,0,0,0,final
1982,israel,100,2,10,1,0,12,8,7,0,1,10,7,10,0,1,3,12,6,10,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,final
1982,netherlands,8,16,0,0,0,5,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1982,ireland,49,11,6,5,0,3,0,0,0,7,0,0,5,0,2,8,0,3,1,0,0,3,0,1,0,5,0,0,0,0,0,0,0,0,0,0,0,final
1982,germany,161,1,12,12,0,0,6,1,0,8,0,10,8,0,10,12,10,12,12,12,0,12,0,12,0,12,0,0,0,0,0,0,0,0,0,0,0,final
1983,france,56,8,10,0,0,4,2,0,10,0,3,0,0,0,3,3,6,0,3,0,0,1,7,0,0,4,0,0,0,0,0,0,0,0,0,0,0,final
1983,norway,53,9,0,8,0,1,8,3,0,5,2,7,3,0,0,0,0,0,6,0,0,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,united_kingdom,79,6,8,5,5,3,5,10,2,0,6,0,12,0,5,0,0,0,2,0,0,0,5,5,0,6,0,0,0,0,0,0,0,0,0,0,0,final
1983,sweden,126,3,5,10,6,12,3,8,8,8,0,5,0,0,12,1,10,2,4,0,0,8,10,7,0,7,0,0,0,0,0,0,0,0,0,0,0,final
1983,italy,41,11,0,0,7,0,0,0,0,0,0,0,2,0,0,8,1,3,7,0,0,6,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,final
1983,turkey,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,spain,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,switzerland,28,15,0,0,0,0,0,6,7,0,5,1,0,0,1,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,finland,41,11,4,0,1,7,0,2,0,6,1,0,0,0,2,0,0,0,0,0,0,7,8,3,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,greece,32,14,0,0,3,0,0,0,0,0,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,final
1983,netherlands,66,7,12,4,2,2,0,4,4,1,4,2,6,0,7,5,3,0,0,0,0,3,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,final
1983,yugoslavia,125,4,0,12,0,6,7,1,1,12,8,12,0,0,8,0,12,10,0,0,0,10,6,12,0,8,0,0,0,0,0,0,0,0,0,0,0,final
1983,cyprus,26,16,1,1,0,5,0,0,0,0,0,4,0,0,4,6,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,germany,94,5,2,3,10,0,10,7,6,7,12,6,8,0,10,0,4,0,8,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,denmark,16,17,0,0,0,0,0,0,0,2,0,0,7,0,0,0,0,4,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,final
1983,israel,136,2,7,7,8,10,12,12,3,10,10,10,5,0,6,10,7,6,10,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,portugal,33,13,6,0,4,0,6,0,0,0,7,0,1,0,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,austria,53,9,0,6,0,0,4,0,5,3,0,3,4,0,0,4,0,0,5,0,0,2,4,10,0,3,0,0,0,0,0,0,0,0,0,0,0,final
1983,belgium,13,18,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1983,luxembourg,142,1,3,2,12,8,1,5,12,0,0,8,10,0,0,12,8,7,12,0,0,12,12,8,0,10,0,0,0,0,0,0,0,0,0,0,0,final
1984,sweden,145,1,10,12,6,12,10,12,6,7,6,7,0,0,10,4,8,4,4,12,0,0,0,3,0,12,0,0,0,0,0,0,0,0,0,0,0,final
1984,luxembourg,39,10,0,5,0,0,0,0,3,0,0,0,0,0,0,8,0,7,0,5,0,0,0,4,0,7,0,0,0,0,0,0,0,0,0,0,0,final
1984,france,61,8,4,0,0,0,12,8,7,6,0,10,2,0,2,0,0,0,7,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,final
1984,spain,106,3,3,7,10,0,2,6,8,4,8,3,10,0,6,2,0,0,12,7,0,0,0,12,0,6,0,0,0,0,0,0,0,0,0,0,0,final
1984,norway,29,17,2,0,0,2,0,0,0,0,7,1,8,0,0,0,6,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1984,united_kingdom,63,7,0,1,0,7,4,2,10,0,1,2,3,0,8,1,4,3,6,8,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,final
1984,cyprus,31,15,0,10,1,0,0,0,0,0,0,0,4,0,0,12,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1984,belgium,70,5,0,0,12,4,8,3,1,0,12,0,0,0,3,0,10,2,10,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1984,ireland,137,2,12,3,3,10,7,10,12,8,5,12,12,0,4,0,7,10,2,0,0,0,0,10,0,10,0,0,0,0,0,0,0,0,0,0,0,final
1984,denmark,101,4,1,0,8,5,3,4,5,12,3,8,5,0,12,6,5,6,1,10,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,final
1984,netherlands,34,13,5,0,7,0,0,0,0,1,2,0,0,0,0,5,0,8,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1984,yugoslavia,26,18,0,0,2,3,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,8,0,8,0,0,0,0,0,0,0,0,0,0,0,final
1984,austria,5,19,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1984,germany,34,13,0,2,4,0,5,1,2,2,0,6,0,0,7,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1984,turkey,37,12,6,0,0,0,1,0,0,5,0,4,6,0,0,10,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1984,finland,46,9,0,6,5,1,0,5,0,0,0,0,7,0,5,3,0,1,3,0,0,0,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,final
1984,switzerland,30,16,0,8,0,0,0,0,4,10,0,5,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,final
1984,italy,70,5,7,0,0,6,0,7,0,0,10,0,0,0,1,0,12,12,8,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1984,portugal,38,11,8,0,0,8,6,0,0,0,4,0,0,0,0,7,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,ireland,91,6,5,3,3,4,0,10,12,3,0,8,7,0,3,0,1,4,8,0,0,8,0,5,0,7,0,0,0,0,0,0,0,0,0,0,0,final
1985,finland,58,9,2,0,0,0,0,0,7,7,0,0,10,0,0,0,0,6,0,6,0,1,10,3,0,6,0,0,0,0,0,0,0,0,0,0,0,final
1985,cyprus,15,16,3,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,denmark,41,11,0,0,10,6,0,5,2,0,0,3,5,0,6,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,final
1985,spain,36,14,0,0,0,0,0,0,0,4,1,0,0,0,0,0,8,0,2,2,0,0,6,12,0,1,0,0,0,0,0,0,0,0,0,0,0,final
1985,france,56,10,4,0,0,0,0,3,10,2,3,0,6,0,0,0,5,0,3,0,0,3,12,1,0,4,0,0,0,0,0,0,0,0,0,0,0,final
1985,turkey,36,14,12,0,0,2,0,0,0,8,0,1,0,0,1,0,2,3,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,belgium,7,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,portugal,9,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,germany,105,2,0,10,8,0,0,0,0,1,10,10,8,0,8,0,10,10,7,4,0,7,0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,final
1985,israel,93,5,7,4,12,7,0,7,5,5,6,0,2,0,10,0,0,8,5,8,0,0,2,0,0,5,0,0,0,0,0,0,0,0,0,0,0,final
1985,italy,78,7,0,1,5,0,0,6,0,0,12,2,0,0,0,0,6,12,12,0,0,4,0,8,0,10,0,0,0,0,0,0,0,0,0,0,0,final
1985,norway,123,1,6,12,2,12,0,12,6,12,7,12,12,0,0,0,4,1,0,12,0,12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,united_kingdom,100,4,10,5,6,5,0,2,8,0,8,6,4,0,7,0,7,5,6,5,0,2,4,10,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,switzerland,39,12,0,6,0,1,0,1,0,0,2,5,1,0,5,0,3,0,4,0,0,0,3,6,0,2,0,0,0,0,0,0,0,0,0,0,0,final
1985,sweden,103,3,8,8,7,8,0,4,4,6,5,7,0,0,12,0,12,2,0,10,0,6,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,austria,60,8,1,7,1,10,0,0,0,10,4,4,3,0,2,0,0,0,0,3,0,10,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,luxembourg,37,13,0,2,4,3,0,8,1,0,0,0,0,0,4,0,0,0,10,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1985,greece,15,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,final
1986,luxembourg,117,3,2,2,8,12,8,10,0,8,0,10,10,0,12,5,4,0,6,7,0,4,0,0,0,8,1,0,0,0,0,0,0,0,0,0,0,final
1986,yugoslavia,49,11,0,0,0,0,7,1,0,7,2,4,1,0,0,0,0,3,0,3,0,1,0,3,0,12,5,0,0,0,0,0,0,0,0,0,0,final
1986,france,13,17,7,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1986,norway,44,12,6,5,4,6,2,0,0,0,0,5,0,0,0,0,0,0,0,6,0,0,0,0,0,6,4,0,0,0,0,0,0,0,0,0,0,final
1986,united_kingdom,72,7,4,8,10,5,0,3,0,0,4,0,8,0,6,0,10,2,2,0,0,2,0,6,0,2,0,0,0,0,0,0,0,0,0,0,0,final
1986,iceland,19,16,0,0,0,0,5,0,0,0,0,0,2,0,0,0,0,6,0,0,0,0,0,2,0,4,0,0,0,0,0,0,0,0,0,0,0,final
1986,netherlands,40,13,0,0,0,10,0,0,0,0,1,0,0,0,0,2,3,1,7,0,0,8,0,7,0,1,0,0,0,0,0,0,0,0,0,0,0,final
1986,turkey,53,9,8,0,0,8,6,2,0,2,6,6,0,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1986,spain,51,10,1,3,6,0,0,7,0,1,7,3,0,0,0,4,1,0,3,5,0,0,0,8,0,0,2,0,0,0,0,0,0,0,0,0,0,final
1986,switzerland,140,2,0,4,7,0,12,4,0,5,12,12,12,0,5,6,7,4,10,10,0,12,0,10,0,5,3,0,0,0,0,0,0,0,0,0,0,final
1986,israel,7,19,5,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1986,ireland,96,4,0,12,3,0,0,12,0,0,3,2,7,0,2,8,8,12,8,0,0,6,0,5,0,0,8,0,0,0,0,0,0,0,0,0,0,final
1986,belgium,176,1,10,10,12,1,10,6,0,10,10,0,6,0,8,10,12,10,12,12,0,5,0,12,0,10,10,0,0,0,0,0,0,0,0,0,0,final
1986,germany,62,8,0,7,0,0,0,8,0,12,8,7,5,0,0,1,2,0,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1986,cyprus,4,20,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1986,austria,12,18,0,0,0,2,0,0,0,0,0,1,0,0,0,0,6,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1986,sweden,78,5,12,6,2,4,3,5,0,3,5,0,0,0,7,7,5,7,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,0,0,final
1986,denmark,77,6,3,0,5,7,4,0,0,6,0,0,4,0,10,0,0,5,5,4,0,10,0,0,0,7,7,0,0,0,0,0,0,0,0,0,0,final
1986,finland,22,15,0,0,0,3,1,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,1,0,3,6,0,0,0,0,0,0,0,0,0,0,final
1986,portugal,28,14,0,1,0,0,0,0,0,4,0,0,0,0,4,0,0,8,0,0,0,7,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,norway,65,9,6,3,4,7,4,4,7,0,0,7,10,0,0,0,5,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,final
1987,israel,73,8,8,0,10,8,3,1,0,4,0,6,4,0,2,0,7,0,10,5,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,final
1987,austria,8,20,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,iceland,28,16,0,0,0,10,0,0,0,0,0,4,0,0,4,0,0,4,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,belgium,56,11,0,0,0,4,0,3,6,8,5,0,0,0,5,4,3,7,0,0,0,2,0,4,0,5,0,0,0,0,0,0,0,0,0,0,0,final
1987,sweden,50,12,0,7,3,0,0,0,3,0,0,1,0,0,0,0,0,0,7,0,0,12,0,2,0,7,8,0,0,0,0,0,0,0,0,0,0,final
1987,italy,103,3,7,0,0,12,0,6,0,1,4,5,1,0,0,12,4,12,12,12,0,3,0,8,0,1,3,0,0,0,0,0,0,0,0,0,0,final
1987,portugal,15,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,spain,10,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,turkey,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,greece,64,10,0,6,7,0,5,0,8,5,7,2,6,0,0,5,0,0,0,0,0,0,0,0,0,12,1,0,0,0,0,0,0,0,0,0,0,final
1987,netherlands,83,5,10,2,12,0,0,2,10,3,8,0,0,0,0,8,2,5,0,6,0,5,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,luxembourg,4,21,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,united_kingdom,47,13,5,4,0,0,0,5,0,0,1,3,5,0,0,2,1,0,3,3,0,10,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,final
1987,france,44,14,2,0,0,5,1,0,5,0,12,0,0,0,1,0,0,0,0,10,0,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,0,final
1987,germany,141,2,1,12,6,0,10,10,4,10,6,10,7,0,3,7,10,1,5,7,0,8,0,6,0,6,12,0,0,0,0,0,0,0,0,0,0,final
1987,cyprus,80,7,4,10,5,3,2,0,0,6,0,0,2,0,6,10,6,0,0,8,0,0,12,0,0,0,6,0,0,0,0,0,0,0,0,0,0,final
1987,finland,32,15,0,0,0,1,8,0,0,0,2,0,3,0,10,1,0,2,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,final
1987,denmark,83,5,3,0,8,0,6,7,2,7,0,0,8,0,7,0,8,0,1,4,0,6,8,1,0,0,7,0,0,0,0,0,0,0,0,0,0,final
1987,ireland,172,1,12,5,1,6,12,12,12,12,10,12,12,0,8,6,12,10,8,0,0,4,0,10,0,8,0,0,0,0,0,0,0,0,0,0,0,final
1987,yugoslavia,92,4,0,8,2,0,0,8,0,0,0,8,0,0,12,0,0,6,6,1,0,7,2,12,0,10,10,0,0,0,0,0,0,0,0,0,0,final
1987,switzerland,26,17,0,1,0,0,7,0,0,0,3,0,0,0,0,3,0,0,0,0,0,1,0,5,0,4,2,0,0,0,0,0,0,0,0,0,0,final
