year,table_label,country,broadcaster,channel_s,commentator_s,broadcaster_8,broadcaster_21,show_s,country_territory,ref_s
2019,broadcasts | Broadcasts [1],Belgium,RTBF,La Une,Jean-Louis Lahaye and Maureen Louys,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Belgium,VRT,één,Peter Van de Veire,NA,NA,SF1/Final,NA,NA
2019,broadcasts | Broadcasts [1],Belgium,VRT,Ketnet,Peter Van de Veire,NA,NA,SF2,NA,NA
2019,broadcasts | Broadcasts [1],Croatia,HRT,"HRT 1, HR 2",Duško Ćurlić,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Cyprus,CyBC,CyBC,Evridiki and Tasos Tryfonos,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Czech Republic,ČT,ČT2,Libor Bouček,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Czech Republic,ČT,ČT1,Libor Bouček,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Denmark,DR,DR1,Ole Tøpholm,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Estonia,ERR,ETV,Marko Reikop,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Estonia,ERR,ETV+,Aleksandr Hobotov and Julia Kalenda,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Finland,Yle,Yle TV2,Finnish: Mikko Silvennoinen and Krista SiegfridsSwedish: Eva Frantz and Johan Lindroos,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Finland,Yle,Yle Radio Suomi,Sanna Pirkkalainen and Toni Laaksonen,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Finland,Yle,Yle Radio Suomi,Sanna Pirkkalainen and Sami Sykkö,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],France,France Télévisions,France 4,André Manoukian and Sandy Heribert,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],France,France Télévisions,France 2,Stéphane Bern and André Manoukian,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Georgia,GPB,1TV,Helen Kalandadze and Gaga Abashidze,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Georgia,GPB,1TV,"Helen Kalandadze, Gaga Abashidze and Nodiko Tatishvili",NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Germany,ARD,One,Peter Urban,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Germany,ARD,"One, Das Erste, Deutsche Welle",Peter Urban,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Greece,ERT,"ERT2, ERT Sports HD",Giorgos Kapoutzidis and Maria Kozakou,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Greece,ERT,Voice of Greece,Giorgos Kapoutzidis and Maria Kozakou,NA,NA,SF1/Final,NA,NA
2019,broadcasts | Broadcasts [1],Hungary,MTVA,Duna,Krisztina Rátonyi and Freddie,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Iceland,RÚV,RÚV,Gísli Marteinn Baldursson,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Iceland,RÚV,RÚV 2,Alex Elliott,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Iceland,RÚV,RÚV.is,Alex Elliott,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ2,Marty Whelan,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ One,Marty Whelan,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio 1,Neil Doherty and Zbyszek Zalinski,NA,NA,SF2,NA,NA
2019,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ 2fm,Neil Doherty and Zbyszek Zalinski,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Israel,IPBC,"Kan 11, Kan 88",Sharon Taicher and Eran Zarachowicz,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Italy,RAI,"Rai 4, Rai Radio 2",Federico Russo and Ema Stokholma,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Italy,RAI,Rai 1,Federico Russo and Flavio Insinna,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Italy,RAI,Rai Radio 2,Ema Stokholma and Gino Castaldo,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Latvia,LTV,LTV1,Toms Grēviņš and Ketija Šēnberga,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Lithuania,LRT,"LRT televizija, LRT Radijas",Darius Užkuraitis and Gerūta Griniūtė,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Malta,PBS,,Unknown,NA,NA,SF2/Final,NA,NA
2019,broadcasts | Broadcasts [1],Moldova,TRM,Moldova 1,Unknown,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Montenegro,RTCG,"TVCG 1, TVCG 2, TVCG Sat",Dražen Bauković and Tijana Mišković,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Netherlands,AVROTROS,NPO 1,Jan Smit and Cornald Maas,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Netherlands,AVROTROS,NPO Radio 2,Wouter van der Goes and Frank van 't Hof,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],North Macedonia,MRT,MRT 1,Toni Cifrovski,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Norway,NRK,NRK1,Olav Viksmo-Slettan,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Norway,NRK,NRK3,"Ronny Brede Aase , Silje Nordnes and Markus Neby",NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Norway,NRK,NRK P1,Ole-Christian Øen,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Poland,TVP,"TVP1, TVP Polonia",Artur Orzech,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Portugal,RTP,"RTP1, RTP Internacional",José Carlos Malato and Nuno Galopim,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Romania,TVR,"TVR 1, TVR HD, TVRi",Liana Stanciu and Bogdan Stănescu,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Russia,RTR,"Russia-1, Russia HD",Dmitry Guberniev and Olga Shelest,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],San Marino,SMRTV,"San Marino RTV, Radio San Marino",Lia Fiorio and Gigi Restivo,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Serbia,RTS,"RTS1, RTS HD, RTS Svet",Duška Vučinić,NA,NA,SF1/Final,NA,NA
2019,broadcasts | Broadcasts [1],Serbia,RTS,"RTS1, RTS HD, RTS Svet",Tamara Petković and Katarina Epstein,NA,NA,SF2,NA,NA
2019,broadcasts | Broadcasts [1],Serbia,RTS,Radio Belgrade 1,Nikoleta Dojčinović and Katarina Epstein,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Slovenia,RTVSLO,TV SLO 2,Andrej Hofer,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Slovenia,RTVSLO,TV SLO 1,Andrej Hofer,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Spain,RTVE,La 2,Tony Aguilar and Julia Varela,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Spain,RTVE,La 1,Tony Aguilar and Julia Varela,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Spain,RTVE,"Radio Nacional, Radio 5, Radio Exterior",Daniel Galindo,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Sweden,SVT,SVT1,Charlotte Perrelli and Edward af Sillén,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Sweden,SVT,SR P4,Carolina Norén and Björn Kjellman,NA,NA,All shows,NA,NA
2019,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SRF zwei,Sven Epiney,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SRF 1,Sven Epiney,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Switzerland,SRG SSR,RTS Deux,Jean-Marc Richard and Nicolas Tanner,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],Switzerland,SRG SSR,RTS Un,"Jean-Marc Richard, Nicolas Tanner and Bastian Baker",NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],Switzerland,SRG SSR,RSI La 2,Clarissa Tami and Sebalter,NA,NA,SF2,NA,NA
2019,broadcasts | Broadcasts [1],Switzerland,SRG SSR,RSI La 1,Clarissa Tami and Sebalter,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Four,Scott Mills and Rylan Clark-Neal,NA,NA,Semi-finals,NA,NA
2019,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC One,Graham Norton,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Ken Bruce,NA,NA,Final,NA,NA
2019,broadcasts | Broadcasts [2],NA,Omni Television,,No commentary,NA,NA,All shows,Canada,NA
2019,broadcasts | Broadcasts [2],NA,Khabar,Khabar TV,Kaldybek Zhaysanbay and Mahabbat Esen,NA,NA,All shows,Kazakhstan,NA
2019,broadcasts | Broadcasts [2],NA,RTK,,Alma Bektashi and Agron Krasniqi,NA,NA,All shows,Kosovo,NA
2019,broadcasts | Broadcasts [2],NA,RTVS,Rádio FM,"Daniel Baláž , Pavol Hubinák and Juraj Malíček",NA,NA,Final,Slovakia,NA
2019,broadcasts | Broadcasts [2],NA,UA:PBC,UA:First,Timur Miroshnychenko,NA,NA,All shows,Ukraine,NA
2019,broadcasts | Broadcasts [2],NA,STB,STB,Serhiy Prytula,NA,NA,All shows,Ukraine,NA
2019,broadcasts | Broadcasts [2],NA,WJFD-FM,WJFD-FM,"Ewan Spence, Samantha Ross and Bernardo Pereira",NA,NA,Final,United States,NA
2019,broadcasts | Broadcasts [2],NA,Netflix,Netflix,No commentary,NA,NA,All shows,United States,NA
2021,broadcasts | Broadcasts [1],Albania,RTSH,"RTSH, RTSH Muzikë, Radio Tirana",Andri Xhahu,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Australia,SBS,SBS,Myf Warhurst and Joel Creasey,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Austria,ORF,ORF 1,Andi Knoll,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Azerbaijan,İTV,İTV,Murad Arif and Husniyya Maharramova,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Belgium,VRT,één,Peter Van de Veire,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Belgium,VRT,Ketnet,Dutch audio description,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Belgium,VRT,Radio 2,Anja Daems and Showbizz Bart,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Belgium,RTBF,"La Une,RTBF Auvio",Jean-Louis Lahaye and Fanny Jandrain,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Belgium,RTBF,VivaCité,Jean-Louis Lahaye and Fanny Jandrain,NA,NA,SF1/Final,NA,
2021,broadcasts | Broadcasts [1],Bulgaria,BNT,"BNT 1, BNT 4",Elena Rosberg and Petko Kralev,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Croatia,HRT,HRT 1,Duško Ćurlić,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Croatia,HRT,HR 2,Unknown,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Cyprus,CyBC,"RIK 1, RIK HD, RIK Sat",Louis Patsalides,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Czech Republic,ČT,ČT2,Jan Maxián and Albert Černý,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Czech Republic,ČT,ČT1,Jan Maxián and Albert Černý,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Denmark,DR,DR1,Henrik Milling and Nicolai Molbech,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Estonia,ERR,ETV,Marko Reikop,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Estonia,ERR,ETV+,Aleksandr Hobotov and Julia Kalenda,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Estonia,ERR,ERR,Sign language: Various interpreters,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Finland,Yle,Yle TV1,Finnish: Mikko SilvennoinenSwedish: Eva Frantz and Johan LindroosRussian: Levan Tvaltvadze,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Finland,Yle,Yle Radio Suomi,Sanna Pirkkalainen and Toni Laaksonen,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Finland,Yle,Yle X3M,Eva Frantz and Johan Lindroos,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],France,France Télévisions,Culturebox,Laurence Boccolini,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],France,France Télévisions,France 2,Stéphane Bern and Laurence Boccolini,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Georgia,GPB,1TV,Nika Lobiladze,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Germany,ARD,One,Peter Urban,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Germany,ARD,"Das Erste, Deutsche Welle",Peter Urban,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Greece,ERT,ERT1,Maria Kozakou and Giorgos Kapoutzidis,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Greece,ERT,"Deftero Programma, Voice of Greece",Dimitris Meidanis,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Greece,ERT,"Deftero Programma, Voice of Greece",Giorgos Katsaros,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Iceland,RÚV,RÚV,Gísli Marteinn Baldursson,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Iceland,RÚV,RUV.is,Alex Elliott,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Iceland,RÚV,RÚV 2,Alex Elliott,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Iceland,RÚV,RÚV 2,Sign language: Elsa G. Björnsdóttir,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Iceland,RÚV,Rás 2,Unknown,NA,NA,SF2/Final,NA,
2021,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ2,Marty Whelan,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ One,Marty Whelan,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio 1,Neil Doherty and Zbyszek Zalinski,NA,NA,SF1,NA,
2021,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ 2fm,Neil Doherty and Zbyszek Zalinski,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Israel,IPBC,"Kan 11, Kan Educational,Kan Tarbut",Asaf Liberman and Akiva Novick,NA,NA,All shows,NA,[non-primary source needed]
2021,broadcasts | Broadcasts [1],Italy,RAI,"Rai 4, Rai Radio 2",Ema Stokholma and Saverio Raimondo,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Italy,RAI,Rai 1,Gabriele Corsi and Cristiano Malgioglio,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Italy,RAI,Rai Radio 2,Ema Stokholma and Gino Castaldo,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Latvia,LTV,LTV1,Toms Grēviņš,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Latvia,LTV,LTV1,Toms Grēviņš and Marie N,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Lithuania,LRT,"LRT televizija, LRT Radijas",Ramūnas Zilnys,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Malta,PBS,TVM,No commentary,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Moldova,TRM,"Moldova 1, Radio Moldova",Doina Stimpovschi,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Netherlands,AVROTROS,"NPO 1, BVN",Cornald Maas and Sander Lantinga,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Netherlands,AVROTROS,NPO 1 Extra,Sign language: Various interpreters,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Netherlands,AVROTROS,NPO Zappelin Extra,Dutch audio description,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Netherlands,AVROTROS,NPO Radio 2,Wouter van der Goes and Frank van 't Hof,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],North Macedonia,MRT,"MRT 1, MRT 2",Eli Tanaskovska,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Norway,NRK,NRK1,Marte Stokstad,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Norway,NRK,NRK3,Martin Lepperød and Adelina Ibishi,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Norway,NRK,NRK P1,Ole-Christian Øen,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Poland,TVP,"TVP1, TVP Polonia",Marek Sierocki and Aleksander Sikora,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Portugal,RTP,"RTP1, RTP Internacional, RTP África",José Carlos Malato and Nuno Galopim,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Romania,TVR,"TVR 1, TVRi",Bogdan Stănescu,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Russia,C1R,Channel One,Yana Churikova and Yuri Aksyuta,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],San Marino,SMRTV,"San Marino RTV, Radio San Marino",Lia Fiorio and Gigi Restivo,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Serbia,RTS,"RTS 1, RTS Planeta, RTS Svet",Duška Vučinić,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Serbia,RTS,Radio Belgrade 1,Katarina Epštajn and Nikoleta Dojčinović,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Slovenia,RTVSLO,TV SLO 2,Mojca Mavec,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Slovenia,RTVSLO,TV SLO 1,Mojca Mavec,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Slovenia,RTVSLO,"RTV 4D, Radio Val 202","Miha Šalehar , Neja Jerant and Uršula Zaletelj",NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Spain,RTVE,La 2,"Tony Aguilar, Julia Varela and Víctor Escudero",NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Spain,RTVE,"La 1, TVE Internacional","Tony Aguilar, Julia Varela and Víctor Escudero",NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Spain,RTVE,"Radio Nacional, Radio Exterior, Radio 5",Imanol Durán,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Sweden,SVT,SVT1,Edward af Sillén and Christer Björkman,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Sweden,SVT,SR P4,Carolina Norén,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SRF zwei,Sven Epiney,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SRF 1,Sven Epiney,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Switzerland,SRG SSR,RTS 2,Jean-Marc Richard and Nicolas Tanner,NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],Switzerland,SRG SSR,RTS 1,"Jean-Marc Richard, Nicolas Tanner and Joseph Gorgoni",NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Switzerland,SRG SSR,RSI La 2,Clarissa Tami,NA,NA,SF2,NA,
2021,broadcasts | Broadcasts [1],Switzerland,SRG SSR,RSI La 1,Clarissa Tami and Sebalter,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Ukraine,UA:PBC,UA:First,Timur Miroshnychenko,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],Ukraine,UA:PBC,UA:Ukrainian Radio,Olena Zelinchenko,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Ukraine,UA:PBC,UA:Radio Promin,Anna Zakletska and Dmytro Zakharchenko,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],Ukraine,STB,STB,Serhiy Prytula,NA,NA,All shows,NA,
2021,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Four,"Scott Mills, Sara Cox and Chelcee Grimes",NA,NA,Semi-finals,NA,
2021,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC One,Graham Norton,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Ken Bruce,NA,NA,Final,NA,
2021,broadcasts | Broadcasts [2],NA,Omni Television,,No commentary,NA,NA,All shows,Canada,NA
2021,broadcasts | Broadcasts [2],NA,Khabar,Khabar TV,Kaldybek Zhajsanbaj and Mahabbat Esen,NA,NA,All shows,Kazakhstan,NA
2021,broadcasts | Broadcasts [2],NA,RTK,,Unknown,NA,NA,All shows,Kosovo,NA
2021,broadcasts | Broadcasts [2],NA,RTVS,Rádio FM,"Daniel Baláž , Lucia Haverlík, Pavol Hubinák and Juraj Malíček",NA,NA,Final,Slovakia,NA
2021,broadcasts | Broadcasts [2],NA,ATV,ATV,Unknown,NA,NA,Final,Suriname,NA
2021,broadcasts | Broadcasts [2],NA,NBCUniversal,Peacock,No commentary,NA,NA,All shows,United States,NA
2021,broadcasts | Broadcasts [2],NA,WJFD-FM,WJFD-FM,Ewan Spence and Ross Middleton,NA,NA,Final,United States,NA
2022,broadcasts | Broadcasts [1],Albania,RTSH,"RTSH 1, RTSH Muzikë, Radio Tirana",Andri Xhahu,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Armenia,AMPTV,Armenia 1,Garik Papoyan and Hrachuhi Utmazyan,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Armenia,Public Radio,Unknown,Garik Papoyan and Hrachuhi Utmazyan,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Australia,SBS,SBS,Myf Warhurst and Joel Creasey,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Austria,ORF,ORF 1,Andi Knoll,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Austria,ORF,FM4,"Kurdwin Ayub, Florian Alexander, Hannes Duscher and Roland Gratzer",NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],Azerbaijan,İTV,İTV,Murad Arif,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Belgium,RTBF,"La Une, VivaCité",Jean-Louis Lahaye and Maureen Louys,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Belgium,VRT,één,Peter Van de Veire,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Bulgaria,BNT,"BNT 1, BNT 4",Elena Rosberg and Petko Kralev,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Croatia,HRT,HRT 1,Duško Ćurlić,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Croatia,HRT,HR 2,Zlatko Turkalj,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Cyprus,CyBC,"RIK 1, RIK HD, RIK Sat",Melina Karageorgiou and Alexandros Taramountas,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Czech Republic,ČT,ČT2,Jan Maxián,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Denmark,DR,DR1,Henrik Milling and Nicolai Molbech,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Estonia,ERR,ETV,Marko Reikop,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Estonia,ERR,ETV+,Aleksandr Hobotov and Julia Kalenda,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Finland,Yle,"Yle TV1, Yle Areena",Finnish: Mikko SilvennoinenSwedish: Eva Frantz and Johan LindroosRussian: Levan TvaltvadzeInari Sami: Heli HuovinenNorthern Sami: Aslak Paltto,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Finland,Yle,Yle Radio Suomi,Sanna Pirkkalainen and Toni Laaksonen,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Finland,Yle,Yle X3M,Eva Frantz and Johan Lindroos,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],France,France Télévisions,Culturebox,Laurence Boccolini,NA,NA,Semi-finals,NA,NA
2022,broadcasts | Broadcasts [1],France,France Télévisions,France 2,Stéphane Bern and Laurence Boccolini,NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],France,France Télévisions,Polynésie La Première,Stéphane Bern and Laurence Boccolini,NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],France,France Télévisions,Saint-Pierre and Miquelon La Première,Stéphane Bern and Laurence Boccolini,NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],France,France Télévisions,France 3 Bretagne,"Goulwena an Henaff , Yann-Herle, Thelo Mell and Mael Gwenneg",NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],Georgia,GPB,1TV,Nika Lobiladze,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Germany,ARD/NDR,One,Peter Urban,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Germany,ARD/NDR,Das Erste,Peter Urban,NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],Germany,ARD/NDR,Deutsche Welle,Peter Urban,NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],Germany,ARD/NDR,Radio Eins,Amelie Ernst and Max Spallek,NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],Greece,ERT,ERT1,Maria Kozakou and Giorgos Kapoutzidis,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Greece,ERT,"Deftero Programma, Voice of Greece",Dimitris Meidanis,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Iceland,RÚV,"RÚV, RÚV 2",Gísli Marteinn Baldursson,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Iceland,RÚV,Rás 2,Gísli Marteinn Baldursson,NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ2,Marty Whelan,NA,NA,Semi-finals,NA,NA
2022,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ One,Marty Whelan,NA,NA,Final,NA,NA
2022,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio 1,Neil Doherty and Zbyszek Zalinski,NA,NA,SF2/Final,NA,NA
2022,broadcasts | Broadcasts [1],Israel,IPBC,"Kan 11, Kan Tarbut",Asaf Liberman and Akiva Novick,NA,NA,All shows,NA,NA
2022,broadcasts | Broadcasts [1],Italy,RAI,"Rai 1, Rai 4K , Rai Italia","Gabriele Corsi, Cristiano Malgioglio and Carolina Di Domenico",NA,NA,All shows,NA,NA
