year,table_label,country,broadcaster,channel_s,commentator_s,broadcaster_8,broadcaster_21,show_s,country_territory,ref_s
1983,broadcasts | Broadcasts [1],Belgium,BRT,TV1,Luc Appermont,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Belgium,BRT,BRT 2 Omroep Brabant,Luk de Laat,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Belgium,RTBF,Télé 2,Jacques Mercier,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Belgium,RTBF,RTBF 1,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Cyprus,CyBC,RIK,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Denmark,DR,DR TV,Jørgen de Mylius,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Finland,YLE,TV1,Erkki Pohjanheimo,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Finland,YLE,Rinnakkaisohjelma,Markus Similä,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],France,Antenne 2,Antenne 2,Léon Zitrone,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],France,RFO,RFO-Martinique,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Germany,ARD,Deutsches Fernsehen,Ado Schlier,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Germany,BR,Bayern 1,Ado Schlier,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Germany,HR,Frankfurt 1,Ado Schlier,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Germany,NDR,NDR 2,Ado Schlier,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Germany,RIAS,RIAS 1,Ado Schlier,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Greece,ERT,"ERT1, B Programma",,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Israel,IBA,"Israeli Television, Reshet Bet",,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Italy,RAI,Rete Uno,Paolo Frajese,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL Télévision,Valérie Sarn,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 1,Willem Duys,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Norway,NRK,NRK Fjernsynet,Ivar Dyrhaug,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Norway,NRK,NRK,Erik Heyerdahl,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Portugal,RTP,RTP1,Eládio Clímaco,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Portugal,RDP,Antena 1,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Spain,TVE,TVE 1,José-Miguel Ullán,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Sweden,SVT,TV1,Ulf Elfving,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Sweden,RR,SR P3,Kent Finell,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,Theodor Haller,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR,Georges Hardy,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,Giovanni Bertini,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Turkey,TRT,TRT Televizyon,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,Terry Wogan,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,Richard Nankivell,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Yugoslavia,JRT,"TV Beograd 1, TV Novi Sad, TV Prishtina, TV Zagreb 1",Oliver Mlakar,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Ljubljana 1,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Australia,SBS,Channel 0/28,Terry Wogan,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Czechoslovakia,ČST,II. program,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Faroe Islands,SvF,SvF,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Greenland,KNR,KNR,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Iceland,RÚV,Sjónvarpið,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Ireland,RTÉ,RTÉ 1,Terry Wogan,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Ireland,RTÉ,RTÉ Radio 1,Brendan Balfe,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Poland,TP,TP1,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],Romania,TVR,Programul 1,,NA,NA,NA,NA,NA
1983,broadcasts | Broadcasts [2],South Africa,SABC,Radio 5,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Austria,ORF,FS2,Ernst Grissemann,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Belgium,RTBF,"RTBF1, Télé 2",Jacques Mercier,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Belgium,BRT,TV1,Luc Appermont,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Belgium,BRT,BRT 2,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Cyprus,CyBC,"RIK, A Programma",,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Denmark,DR,DR TV,Jørgen de Mylius,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Finland,YLE,TV1,Heikki Seppälä,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Finland,YLE,Rinnakkaisohjelma,Jaakko Salonoja,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],France,Antenne 2,Antenne 2,Léon Zitrone,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],France,RFO,RFO-Martinique,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Germany,ARD,Deutsches Fernsehen,Ado Schlier,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ 1,Gay Byrne,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio 1,Larry Gogan,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Italy,RAI,"Rai Due,RaiStereoUno",Antonio De Robertis,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL Télévision,Valérie Sarn,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL plus,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 1,Ivo Niehe,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Norway,NRK,NRK Fjernsynet,Roald Øyen,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Norway,NRK,NRK P1,Erik Heyerdahl,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Portugal,RTP,RTP1,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Portugal,RDP,Antena 1,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Spain,TVE,TVE 2,José-Miguel Ullán,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Sweden,SVT,TV1,Fredrik Belfrage,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,Bernard Thurnheer,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR,Serge Moisson,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Turkey,TRT,TRT Televizyon,Başak Doğru,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,Terry Wogan,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,Richard Nankivell,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Yugoslavia,JRT,"TV Beograd 1, TV Novi Sad, TV Prishtina, TV Titograd 1, TV Zagreb 1",Oliver Mlakar,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Koper-Capodistria,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Ljubljana 1,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Skopje 1,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [2],Australia,SBS,Network 0–28,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [2],Czechoslovakia,ČST,II. program,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [2],Faroe Islands,SvF,SvF,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [2],Greenland,KNR,KNR,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [2],Iceland,RÚV,Sjónvarpið,No commentator,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [2],Jordan,JTV,JTV2,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [2],Netherlands Antilles,ATM,TeleCuraçao,,NA,NA,NA,NA,NA
1984,broadcasts | Broadcasts [2],Poland,TP,TP1,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Austria,ORF,FS1,Ernst Grissemann,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Belgium,BRT,TV1,Luc Appermont,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Belgium,BRT,"BRT 2, Studio Brussel",,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Belgium,RTBF,RTBF1,Jacques Mercier,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Cyprus,CyBC,"RIK, A Programma",Themis Themistokleous,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Denmark,DR,DR TV,Jørgen de Mylius,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Finland,YLE,"TV1, Rinnakkaisohjelma",Kari Lumikero,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],France,Antenne 2,Antenne 2,Patrice Laffont,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],France,RFO,Second canal de RFO,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Germany,ARD,Erstes Deutsches Fernsehen,Ado Schlier,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Greece,ERT,ERT,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ 1,Linda Martin,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio 1,Larry Gogan,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Israel,IBA,"Israeli Television, Reshet Gimel",,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Italy,RAI,Rai Due,Rosanna Vaudetti,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Italy,RAI,RaiStereoUno,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL Télévision,Valérie Sarn,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL plus,Oliver Spiecker,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Norway,NRK,NRK Fjernsynet,Veslemøy Kjendsli,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Norway,NRK,"NRK P1,NRK P2",Jahn Teigen and Erik Heyerdahl,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Portugal,RTP,RTP1,Eládio Clímaco,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Spain,TVE,TVE 2,Antonio Gómez Mateo,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Sweden,SVT,TV1,Fredrik Belfrage,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Sweden,RR,SR P3,Jan Ellerås and Rune Hallberg,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,Bernard Thurnheer,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR,Serge Moisson,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],Turkey,TRT,TRT Televizyon,Başak Doğru,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,Terry Wogan,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [1],United Kingdom,BFBS,BFBS Radio,Richard Nankivell,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Australia,SBS,SBS TV,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Czechoslovakia,ČST,II. program,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Faroe Islands,SvF,SvF,Jørgen de Mylius,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Greenland,KNR,KNR,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Iceland,RÚV,Sjónvarpið,Hinrik Bjarnason,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Malaysia,TV3,TV3,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Netherlands,Olympus,Olympus,Gerrit den Braber,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Poland,TP,TP1,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],Romania,TVR,Programul 1,,NA,NA,NA,NA,NA
1985,broadcasts | Broadcasts [2],South Korea,KBS,1TV,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Austria,ORF,FS1,Ernst Grissemann,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Belgium,RTBF,"RTBF1, Télé 2",Patrick Duhamel,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Belgium,BRT,TV1,Luc Appermont,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Belgium,BRT,BRT 2,Julien Put,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Cyprus,CyBC,RIK,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Denmark,DR,DR TV,Jørgen de Mylius,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Finland,YLE,TV1,Kari Lumikero,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Finland,YLE,2-verkko,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],France,Antenne 2,Antenne 2,Patrice Laffont,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],France,RFO,Second canal de RFO,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Germany,ARD,Erstes Deutsches Fernsehen,Ado Schlier,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Iceland,RÚV,"Sjónvarpið, Rás 1",Þorgeir Ástvaldsson,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ 1,Brendan Balfe,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ Radio 1,Larry Gogan,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Israel,IBA,"Israeli Television, Reshet Gimel",,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL Télévision,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL plus,Matthias Krings,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Netherlands,Veronica,Nederland 1,Leo van der Goot,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Norway,NRK,"NRK Fjernsynet, NRK P1, NRK P2",Knut Bjørnsen,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Portugal,RTP,RTP1,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Spain,TVE,TVE 2,Antonio Gómez Mateo,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Sweden,SVT,TV1,Ulf Elfving,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Sweden,RR,SR P3,Jacob Dahlin,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TV DRS,Bernard Thurnheer,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSR,Serge Moisson,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Switzerland,SRG SSR,TSI,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Turkey,TRT,TRT Televizyon,Gülgün Baysal,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,Terry Wogan,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Ray Moore,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Yugoslavia,JRT,"TV Beograd 1, TV Novi Sad, TV Sarajevo 1, TV Titograd 1, TV Zagreb 1",Ksenija Urličić,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Koper-Capodistria,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Ljubljana 1,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Yugoslavia,JRT,Val 202,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Prishtina,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Skopje 1,,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Australia,SBS,SBS TV,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Czechoslovakia,ČST,II. program,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Greenland,KNR,KNR,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Hungary,MTV,MTV1,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Italy,Telepordenone,Telepordenone,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Jordan,JRTV,JTV2,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Poland,TP,TP1,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],South Korea,KBS,1TV,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Soviet Union,CT USSR,Programme One,NA,NA,NA,NA,NA,NA
1986,broadcasts | Broadcasts [2],Soviet Union,ETV,ETV,NA,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Austria,ORF,FS1,Ernst Grissemann,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Belgium,BRT,TV1,Luc Appermont,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Belgium,BRT,BRT 2,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Belgium,RTBF,"RTBF1, Radio Deux",,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Cyprus,CyBC,"RIK, A Programma",,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Denmark,DR,DR TV,Jørgen de Mylius,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Finland,YLE,"TV1, 2-verkko",Erkki Toivanen,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],France,Antenne 2,Antenne 2,Patrick Simpson-Jones,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Germany,ARD,Erstes Deutsches Fernsehen,Lotti Ohnesorge and Christoph Deumling,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Greece,ERT,ERT,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Iceland,RÚV,"Sjónvarpið, Rás 1",Kolbrún Halldórsdóttir,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ 1,Marty Whelan,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ FM3,Larry Gogan,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Israel,IBA,Israeli Television,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Italy,RAI,Rai Due,Rosanna Vaudetti,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Italy,Videouno,Videouno,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL Télévision,Frédérique Ries,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL plus,Matthias Krings,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 1,Willem van Beusekom,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Norway,NRK,"NRK Fjernsynet, NRK P2",John Andreassen,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Portugal,RTP,RTP1,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Spain,TVE,TVE 2,Beatriz Pécker,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Sweden,SVT,TV1,Fredrik Belfrage,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Sweden,RR,SR P3,Jacob Dahlin,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SRG Sportkette,Bernard Thurnheer,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SSR Chaîne Sportive,Serge Moisson,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SSR Canale Sportivo,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Switzerland,Radio 24,Radio 24,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Turkey,TRT,TV1,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC1,Terry Wogan,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],United Kingdom,BBC,BBC Radio 2,Ray Moore,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Yugoslavia,JRT,"TV Beograd 1, TV Zagreb 1, TV Novi Sad, TV Sarajevo 1, TV Titograd 1",Ksenija Urličić,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Koper-Capodistria,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Ljubljana 1,Vesna Pfeifer,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Prishtina,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [1],Yugoslavia,JRT,TV Skopje 1,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Australia,SBS,SBS TV,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Bulgaria,BT,BT 1,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Czechoslovakia,ČST,II. program,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Faroe Islands,SvF,SvF,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Greenland,KNR,KNR,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Hungary,MTV,MTV2,István Vágó,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Jordan,JRTV,JTV2,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Poland,TP,TP1,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],South Korea,KBS,1TV,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],South Korea,KBS,2FM,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Soviet Union,CT USSR,Programme One,,NA,NA,NA,NA,NA
1987,broadcasts | Broadcasts [2],Soviet Union,ETV,ETV,,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Austria,ORF,FS1,Ernst Grissemann,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Belgium,RTBF,RTBF1,Pierre Collard-Bovy,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Belgium,BRT,TV1,Luc Appermont,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Belgium,BRT,BRT 2,,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Denmark,DR,"DR TV, DR P2",Jørgen de Mylius,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Finland,YLE,"TV1, 2-verkko",Erkki Pohjanheimo,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],France,Antenne 2,Antenne 2,Lionel Cassan,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Germany,ARD,Erstes Deutsches Fernsehen,Nicole and Claus-Erich Boetzkes,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Greece,ERT,ET1,Dafni Bokota,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Iceland,RÚV,"Sjónvarpið, Rás 1",Hermann Gunnarsson,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ 1,Mike Murphy,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Ireland,RTÉ,RTÉ FM3,Larry Gogan,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Israel,IBA,"Israeli Television, Reshet Gimel",,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Italy,RAI,Rai Tre,Daniele Piombi,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL Télévision,Valérie Sarn,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Luxembourg,CLT,RTL plus,,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Netherlands,NOS,Nederland 3,Willem van Beusekom,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Norway,NRK,"NRK Fjernsynet, NRK P2",John Andreassen,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Portugal,RTP,RTP1,,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Spain,TVE,TVE 2,Beatriz Pécker,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Sweden,SVT,TV2,Bengt Grafström,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Sweden,RR,SR P3,Kalle Oldby,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SRG Sportkette,Bernard Thurnheer,NA,NA,NA,NA,NA
1988,broadcasts | Broadcasts [1],Switzerland,SRG SSR,SSR Chaîne Sportive,Serge Moisson,NA,NA,NA,NA,NA
